customer_id,customer_name,email,registration_date,customer_type
C0390,Chavvi Dara,mason53@example.com,2025-10-22,VIP
C0391,Dev Yohannan,sunderaashi@example.org,2025-05-11,VIP
C0392,Jagvi Badami,noriveer@example.net,2023-12-03,VIP
C0393,Triveni Pal,libni53@example.net,2025-11-19,VIP
C0394,Indrajit Modi,jwalla@example.com,2023-11-02,REGULAR
C0395,Kashvi Issac,walizayan@example.com,2026-05-09,VIP
C0396,Nidhi Saini,sanaya75@example.net,2023-12-05,REGULAR
C0397,Mitesh Chaudhary,fbaria@example.net,2025-12-24,REGULAR
C0398,Advika Sarma,william15@example.com,2024-09-03,PREMIUM
C0399,Laksh Luthra,comarjagdish@example.com,2026-03-13,PREMIUM
C0400,Amrita Verma,veer44@example.net,2023-07-24,REGULAR
C0401,Timothy Raja,baghyawatikunda@example.net,2024-10-17,REGULAR
C0402,Saksham Pingle,qushi67@example.com,2024-05-28,VIP
C0403,Vasatika Yadav,swali@example.org,2025-09-07,VIP
C0404,Avni Sastry,ishaan94@example.org,2024-09-18,VIP
C0405,Vihaan Patel,sanaya10@example.com,2023-11-13,VIP
C0406,Arunima Srivastava,ati82@example.com,2026-02-24,REGULAR
C0407,Adweta Bains,ayushmanreddy@example.net,2023-10-06,REGULAR
C0408,Samaksh Walla,sharafvedhika@example.com,2025-11-05,REGULAR
C0409,Amruta Kashyap,dakshachowdhury@example.com,2025-07-24,VIP
C0410,Anya Sunder,bathzehaan@example.com,2023-07-19,REGULAR
C0411,Varsha Joshi,wsur@example.com,2025-03-26,REGULAR
C0412,Finn Rao,ladli89@example.org,2024-07-08,VIP
C0413,Sai Raghavan,anshbahri@example.org,2025-05-06,REGULAR
C0414,Qadim Srinivas,edas@example.com,2025-09-21,REGULAR
C0415,Siya Chhabra,ahluwaliaindira@example.net,2024-08-20,REGULAR
C0416,Omya Bahri,hsur@example.net,2024-05-25,PREMIUM
C0417,Upkaar Kibe,haritavora@example.org,2024-09-27,REGULAR
C0418,Radhika Chanda,sagarganga@example.com,2024-07-31,REGULAR
C0419,Baljiwan Wason,agastya08@example.org,2026-03-18,PREMIUM
C0420,Manthan Bose,fradoyohannan@example.org,2026-03-18,REGULAR
C0421,Girish Sani,csalvi@example.com,2025-09-12,VIP
C0422,Patrick Ganesh,onadig@example.net,2023-11-05,VIP
C0423,Shivansh Sarna,zayyan49@example.org,2025-06-19,REGULAR
C0424,Zayyan Sur,bansalnitara@example.org,2023-11-12,PREMIUM
C0425,Yashodhara Sachdeva,kalpitvenkataraman@example.org,2024-07-22,REGULAR
C0426,Chatresh Chowdhury,divanirya@example.org,2024-10-20,REGULAR
C0427,Charita Krishnan,ichaudry@example.org,2024-04-25,PREMIUM
C0428,Chakradev Sarna,dakshesh27@example.com,2024-07-31,REGULAR
C0429,Yashawini Brar,tanveeredwin@example.net,2023-11-14,VIP
C0430,Vasudha Bhattacharyya,vartyunni@example.com,2023-07-15,REGULAR
C0431,Sanya Luthra,murthypeter@example.net,2025-10-08,PREMIUM
C0432,Chasmum Sha,gaurangkuruvilla@example.net,2025-12-06,VIP
C0433,Damyanti Patil,brijesh51@example.net,2024-01-04,VIP
C0434,Urvashi Merchant,chakrika19@example.com,2024-04-05,PREMIUM
C0435,Ekiya Deshmukh,ekani34@example.com,2026-06-21,PREMIUM
C0436,Zinal Bumb,victordar@example.net,2024-08-10,VIP
C0437,Netra Palla,goyalyauvani@example.org,2023-07-27,VIP
C0438,Advay Vora,varshagour@example.org,2026-05-21,REGULAR
C0439,Nilima Pandya,qmadan@example.com,2024-06-20,VIP
C0440,Yahvi Verma,aryakothari@example.com,2023-08-28,PREMIUM
C0441,Radhika Shere,devangirish@example.com,2026-04-16,REGULAR
C0442,Aachal Nayar,jtata@example.net,2024-03-19,PREMIUM
C0443,Ubika Goel,qborah@example.net,2024-10-30,PREMIUM
C0444,Aarush Dugar,shenoyria@example.net,2024-07-26,VIP
C0445,Girik Parekh,cdixit@example.com,2025-08-01,REGULAR
C0446,Finn Sur,beraprisha@example.com,2025-06-13,VIP
C0447,Orinder Dhar,omyadass@example.com,2026-05-15,REGULAR
C0448,Maanas Sodhi,sachdevawaida@example.com,2025-12-15,PREMIUM
C0449,Bachittar Kapoor,davidmuni@example.com,2023-10-06,VIP
C0450,Nandini Wali,vsaxena@example.net,2024-06-05,REGULAR
C0451,Warinder Suri,lyadav@example.net,2024-12-06,VIP
C0452,Rajata Varghese,zilmil44@example.net,2025-05-20,PREMIUM
C0453,Gavin Shenoy,chaudharibahadurjitexample.org,2024-01-17,REGULAR
C0454,Tanvi Som,kallashaurya@example.com,2026-06-03,PREMIUM
C0455,Mason Rege,onagi@example.com,2026-05-29,PREMIUM
C0456,Advaith Raju,samakshshah@example.com,2025-04-07,VIP
C0457,Pranav Jhaveri,sagarwal@example.net,2026-05-09,PREMIUM
C0458,Zansi Ravi,abhabath@example.org,2024-12-25,VIP
C0459,Vansha Zachariah,raghav62@example.com,2023-12-25,PREMIUM
C0460,Yadavi Patel,parmersachi@example.org,2025-11-02,REGULAR
C0461,Nitara Borde,yashicasangha@example.org,2024-05-14,VIP
C0462,Yauvani Murty,samuelbhasin@example.org,2024-03-10,VIP
C0463,Kala Sharma,rkapoor@example.net,2023-10-15,REGULAR
C0464,Ishita Morar,advaith14@example.org,2024-12-17,REGULAR
C0465,Charan Hegde,jhalak05@example.org,2026-03-23,VIP
C0466,Jagat Mani,sathvikvarughese@example.com,2024-09-13,VIP
C0467,Ansh Karnik,aayush21@example.com,2025-12-06,VIP
C0468,Eiravati Thaman,jsastry@example.org,2025-05-22,PREMIUM
C0469,Indira Sachdeva,sinhaharinakshi@example.net,2023-07-25,REGULAR
C0470,Henry Hayre,balhaar40@example.org,2025-11-17,PREMIUM
C0471,Neel Soman,udyati64@example.org,2023-09-26,REGULAR
C0472,Qabil Bir,chandani78@example.org,2026-03-26,VIP
C0473,Indrajit Savant,fariqagate@example.net,2023-09-06,PREMIUM
C0474,Yashoda Vasa,arjunwalla@example.org,2023-10-07,PREMIUM
C0475,Manya Kale,nvenkatesh@example.net,2024-12-06,REGULAR
C0476,Ishita Pai,choudhuryyadaviexample.com,2023-12-26,REGULAR
C0477,Dhruv Morar,daniel84@example.net,2023-11-06,VIP
C0478,Unni Dyal,urishillawarrior@example.com,2024-03-27,PREMIUM
C0479,Hredhaan Warrior,harita92@example.com,2025-07-03,PREMIUM
C0480,Ethan Chhabra,wakeetamander@example.org,2023-11-25,PREMIUM
C0481,Alexander Bir,aaravmann@example.net,2025-11-30,PREMIUM
C0482,Vasudha Palla,nsuraexample.org,2024-11-05,VIP
C0483,Chatura Chatterjee,panditikbal@example.org,2025-08-17,REGULAR
C0484,Watika Gara,omfaraj@example.com,2023-09-09,REGULAR
C0485,Rajata Gera,duttharita@example.net,2025-01-20,VIP
C0486,Chaitaly Raja,shenoyjeet@example.com,2023-08-15,VIP
C0487,Neelima Menon,borajalsa@example.net,2025-01-05,PREMIUM
C0488,Rushil Seth,mganguly@example.com,2023-07-26,VIP
C0489,Diya Munshi,brijeshgill@example.org,2024-01-31,PREMIUM
C0490,Yutika Divan,apteekaraj@example.org,2024-09-24,REGULAR
C0491,Chavvi Jaggi,wasonisha@example.org,2023-08-29,PREMIUM
C0492,Pranit Raghavan,hema46@example.org,2024-08-07,VIP
C0493,Hemangini Atwal,samarth40@example.net,2025-03-18,VIP
C0494,Dayita Chadha,mohammedbrar@example.org,2025-03-10,REGULAR
C0495,Sai Jaggi,henrypuri@example.org,2026-02-25,PREMIUM
C0496,Nirja Saraf,pranit14@example.net,2025-07-20,PREMIUM
C0497,Fariq Parsa,bailadvaith@example.org,2024-09-27,REGULAR
C0498,Janaki Rajagopalan,skunda@example.org,2025-04-28,PREMIUM
C0499,Nicholas Menon,fariq34@example.net,2024-05-31,PREMIUM
C0500,Forum Varty,rgoel@example.com,2024-05-29,VIP
